trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
736,False,"{'a': 0.002, 'e': 0.22992548518672384}",20,0,5.4628791564499215,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
737,False,"{'a': 0.002, 'e': 0.22946609376090668}",30,16,3.935875823923198,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
738,False,"{'a': 0.002, 'e': 0.2290076201997705}",35,17,-42.29537735814199,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
739,False,"{'a': 0.002, 'e': 0.2285500626694205}",20,10,20.793651943417984,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.002, 'e': 0.22809341933962587}",20,0,-7.522929885947798,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
741,False,"{'a': 0.002, 'e': 0.22763768838381274}",25,19,10.868766309366777,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.002, 'e': 0.22718286797905665}",25,8,34.13204846687628,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.002, 'e': 0.22672895630607542}",35,0,5.9447911849512725,"{0: 31, 1: 0, 2: 4, 3: 0, 4: 0}",0
744,False,"{'a': 0.002, 'e': 0.2262759515492217}",20,6,-13.57732918503936,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
745,False,"{'a': 0.002, 'e': 0.22582385189647586}",35,1,12.742516919000117,"{0: 30, 1: 1, 2: 3, 3: 0, 4: 0}",1
746,False,"{'a': 0.002, 'e': 0.22537265553943872}",30,16,12.87283146245899,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.002, 'e': 0.22492236067332425}",20,0,-39.74365418991691,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
748,False,"{'a': 0.002, 'e': 0.22447296549695234}",25,0,-10.834319136175573,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",1
749,False,"{'a': 0.002, 'e': 0.22402446821274175}",20,10,18.325742346220565,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.002, 'e': 0.22357686702670268}",25,0,-58.004056445918614,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
751,False,"{'a': 0.002, 'e': 0.22313016014842982}",30,11,-14.323985272407235,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
752,False,"{'a': 0.002, 'e': 0.22268434579109508}",25,16,-25.00365919544406,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
753,False,"{'a': 0.002, 'e': 0.2222394221714404}",20,16,8.705027211762944,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.002, 'e': 0.22179538750977074}",30,13,0.3262819447558605,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
755,False,"{'a': 0.002, 'e': 0.22135224002994683}",30,0,-52.36942360287256,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
756,False,"{'a': 0.002, 'e': 0.2209099779593782}",20,14,-30.6262988672314,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
757,False,"{'a': 0.002, 'e': 0.22046859952901593}",25,7,-23.37448935086915,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
758,False,"{'a': 0.002, 'e': 0.22002810297334574}",25,7,28.13953375693935,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.002, 'e': 0.21958848653038082}",20,12,13.248732079162924,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.002, 'e': 0.2191497484416548}",20,12,17.953034399200735,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.002, 'e': 0.21871188695221475}",25,11,12.611876922430211,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
762,False,"{'a': 0.002, 'e': 0.21827490031061414}",25,0,3.0740497501594213,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
763,False,"{'a': 0.002, 'e': 0.21783878676890578}",25,16,10.821096283548506,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.002, 'e': 0.21740354458263497}",35,22,15.613089550675307,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.002, 'e': 0.21696917201083235}",20,9,17.1513275958364,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.002, 'e': 0.21653566731600707}",20,9,-2.1894267605720232,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
767,False,"{'a': 0.002, 'e': 0.21610302876413975}",25,15,-21.010923517104807,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
768,False,"{'a': 0.002, 'e': 0.21567125462467565}",30,18,19.767020095135628,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.002, 'e': 0.21524034317051757}",20,0,30.725035914805158,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
770,False,"{'a': 0.002, 'e': 0.2148102926780192}",20,4,29.38762189544908,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.002, 'e': 0.21438110142697794}",20,2,17.94055409261634,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
772,False,"{'a': 0.002, 'e': 0.21395276770062824}",20,0,1.7595769094568825,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
773,False,"{'a': 0.002, 'e': 0.2135252897856346}",25,6,10.96779741712078,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.002, 'e': 0.21309866597208482}",20,14,12.565356358668206,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.002, 'e': 0.21267289455348304}",20,0,9.681842965613319,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
776,False,"{'a': 0.002, 'e': 0.21224797382674304}",20,2,-71.76895997897834,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
777,False,"{'a': 0.002, 'e': 0.21182390209218135}",30,18,12.304517818293753,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
778,False,"{'a': 0.002, 'e': 0.21140067765351048}",20,0,-19.85550654596562,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
779,False,"{'a': 0.002, 'e': 0.21097829881783206}",25,11,-28.704928276621896,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
780,False,"{'a': 0.002, 'e': 0.21055676389563024}",30,8,16.8734198728739,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
781,False,"{'a': 0.002, 'e': 0.21013607120076472}",25,14,20.438555502671782,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.002, 'e': 0.2097162190504642}",25,20,8.255156539530043,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.002, 'e': 0.20929720576531952}",25,13,20.46543625313979,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.002, 'e': 0.20887902966927693}",20,7,18.374219843995494,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.002, 'e': 0.20846168908963153}",20,2,13.53604136166306,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
786,False,"{'a': 0.002, 'e': 0.20804518235702046}",20,13,-7.50968865050795,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
787,False,"{'a': 0.002, 'e': 0.2076295078054162}",20,0,6.831263533020458,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
788,False,"{'a': 0.002, 'e': 0.20721466377212}",20,0,15.139558218555232,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
789,False,"{'a': 0.002, 'e': 0.20680064859775515}",20,11,11.127667816133915,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.002, 'e': 0.20638746062626045}",25,19,11.150858676142787,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.002, 'e': 0.20597509820488344}",20,0,-7.575733485223179,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
792,False,"{'a': 0.002, 'e': 0.2055635596841739}",25,0,-25.75335924864632,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
793,False,"{'a': 0.002, 'e': 0.20515284341797715}",20,2,23.86088498427498,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.002, 'e': 0.20474294776342764}",25,4,13.681820174313547,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.002, 'e': 0.20433387108094214}",25,0,17.713502138482156,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
796,False,"{'a': 0.002, 'e': 0.20392561173421342}",25,3,27.05768183306771,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
797,False,"{'a': 0.002, 'e': 0.20351816809020354}",20,12,-25.572031991498818,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
798,False,"{'a': 0.002, 'e': 0.20311153851913738}",25,11,26.608115897581392,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.002, 'e': 0.2027057213944961}",20,6,-0.848347898625456,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
800,False,"{'a': 0.002, 'e': 0.2023007150930107}",20,0,-4.8187595685721165,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
801,False,"{'a': 0.002, 'e': 0.20189651799465538}",20,0,25.32486045016261,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
802,False,"{'a': 0.002, 'e': 0.20149312848264125}",20,4,-24.33307425363561,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
803,False,"{'a': 0.002, 'e': 0.20109054494340972}",25,7,-24.346286385819624,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
804,False,"{'a': 0.002, 'e': 0.20068876576662606}",20,7,-8.598650373963334,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
805,False,"{'a': 0.002, 'e': 0.20028778934517305}",30,15,21.628838242250215,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.002, 'e': 0.1998876140751445}",20,12,15.406125514436408,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.002, 'e': 0.19948823835583873}",20,12,6.888135065995595,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.002, 'e': 0.1990896605897524}",25,0,-15.834123445033647,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
809,False,"{'a': 0.002, 'e': 0.19869187918257386}",25,0,23.97638716790467,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
810,False,"{'a': 0.002, 'e': 0.19829489254317698}",25,6,9.007035141250729,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
811,False,"{'a': 0.002, 'e': 0.19789869908361465}",20,0,0.4381956296714671,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
812,False,"{'a': 0.002, 'e': 0.19750329721911256}",30,0,37.95400978078296,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
813,False,"{'a': 0.002, 'e': 0.19710868536806264}",20,10,17.497990375344713,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.002, 'e': 0.19671486195201704}",25,3,27.548527203050654,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.002, 'e': 0.1963218253956815}",20,16,8.993515353001875,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.002, 'e': 0.19592957412690934}",20,4,11.24914007758605,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
817,False,"{'a': 0.002, 'e': 0.1955381065766949}",20,1,-46.28717785827892,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
818,False,"{'a': 0.002, 'e': 0.1951474211791675}",30,14,14.296711560244843,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
819,False,"{'a': 0.002, 'e': 0.194757516371585}",20,6,-32.106536164448535,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
820,False,"{'a': 0.002, 'e': 0.19436839059432767}",20,9,-21.128070022221646,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
821,False,"{'a': 0.002, 'e': 0.19398004229089189}",20,8,7.6431959030446714,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
822,False,"{'a': 0.002, 'e': 0.1935924699078839}",30,0,42.57222534718237,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
823,False,"{'a': 0.002, 'e': 0.19320567189501364}",20,14,8.750109062899982,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.002, 'e': 0.1928196467050886}",20,10,15.414374288257793,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.002, 'e': 0.19243439279400748}",20,0,10.1447150233428,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
826,False,"{'a': 0.002, 'e': 0.19204990862075408}",25,12,6.525255859399217,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
827,False,"{'a': 0.002, 'e': 0.19166619264739126}",30,19,19.26385949246885,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.002, 'e': 0.19128324333905458}",35,0,-4.827092715763486,"{0: 31, 1: 0, 2: 4, 3: 0, 4: 0}",0
829,False,"{'a': 0.002, 'e': 0.19090105916394629}",25,7,6.657642113400392,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
830,False,"{'a': 0.002, 'e': 0.19051963859332918}",20,11,16.22397987943116,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.002, 'e': 0.1901389801015205}",30,12,3.485134698793784,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
832,False,"{'a': 0.002, 'e': 0.18975908216588572}",25,3,-18.14588294679747,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
833,False,"{'a': 0.002, 'e': 0.18937994326683263}",20,8,13.655945302780491,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.002, 'e': 0.18900156188780515}",25,15,13.534841867144575,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.002, 'e': 0.1886239365152772}",20,0,5.783570640788431,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
836,False,"{'a': 0.002, 'e': 0.1882470656387468}",30,4,27.96453577920213,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
837,False,"{'a': 0.002, 'e': 0.18787094775072993}",35,0,41.149706200146426,"{0: 34, 1: 1, 2: 0, 3: 0, 4: 0}",0
838,False,"{'a': 0.002, 'e': 0.18749558134675456}",35,23,21.022349072120324,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.002, 'e': 0.1871209649253546}",25,0,12.951953792665966,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
840,False,"{'a': 0.002, 'e': 0.1867470969880638}",20,0,26.292126750830114,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
841,False,"{'a': 0.002, 'e': 0.18637397603940997}",20,0,-4.60713126928912,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
842,False,"{'a': 0.002, 'e': 0.1860016005869088}",20,3,-25.60616947473471,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
843,False,"{'a': 0.002, 'e': 0.18562996914105798}",25,6,2.5909690046437617,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
844,False,"{'a': 0.002, 'e': 0.18525908021533122}",20,8,19.33198878389882,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.002, 'e': 0.18488893232617234}",25,0,-27.5722155253113,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
846,False,"{'a': 0.002, 'e': 0.18451952399298926}",25,7,29.773804048540473,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.002, 'e': 0.1841508537381482}",20,3,15.675858708309725,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
848,False,"{'a': 0.002, 'e': 0.18378292008696764}",30,18,24.36987630050065,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.002, 'e': 0.18341572156771246}",30,18,21.547310703955265,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.002, 'e': 0.18304925671158812}",35,4,0.15438839539549676,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 1}",1
851,False,"{'a': 0.002, 'e': 0.18268352405273466}",20,8,-19.241874845539897,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
852,False,"{'a': 0.002, 'e': 0.182318522128221}",25,1,-59.10393790410049,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 2}",1
853,False,"{'a': 0.002, 'e': 0.18195424947803895}",20,13,-7.532124398449818,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
854,False,"{'a': 0.002, 'e': 0.1815907046450974}",25,16,17.779237739557516,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.002, 'e': 0.1812278861752166}",20,6,26.180022293569262,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.002, 'e': 0.1808657926171221}",20,3,-44.64028578912695,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
857,False,"{'a': 0.002, 'e': 0.18050442252243923}",20,3,-22.846681286819244,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
858,False,"{'a': 0.002, 'e': 0.1801437744456871}",30,18,-19.13673862314741,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
859,False,"{'a': 0.002, 'e': 0.17978384694427296}",25,5,5.6105921278827955,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
860,False,"{'a': 0.002, 'e': 0.17942463857848634}",20,11,3.7409556188052764,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
861,False,"{'a': 0.002, 'e': 0.17906614791149322}",20,0,18.580192096474637,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
862,False,"{'a': 0.002, 'e': 0.17870837350933053}",20,6,21.646814952416783,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.002, 'e': 0.17835131394090015}",25,18,9.704647467148913,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.002, 'e': 0.17799496777796334}",25,11,23.856795307355643,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.002, 'e': 0.17763933359513495}",30,8,20.472219190756014,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
866,False,"{'a': 0.002, 'e': 0.17728440996987782}",20,0,-3.2068701562088613,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
867,False,"{'a': 0.002, 'e': 0.17693019548249692}",20,16,6.967579138010368,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.002, 'e': 0.17657668871613388}",20,6,9.466325338761122,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
869,False,"{'a': 0.002, 'e': 0.1762238882567611}",20,10,18.732116640533206,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.002, 'e': 0.17587179269317638}",35,20,0.5437127483773734,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
871,False,"{'a': 0.002, 'e': 0.17552040061699686}",20,9,-2.1457642789846734,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
872,False,"{'a': 0.002, 'e': 0.17516971062265388}",30,12,35.869754237050564,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.002, 'e': 0.17481972130738693}",20,3,20.432339299128394,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.002, 'e': 0.17447043127123832}",20,6,11.428007812583369,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
875,False,"{'a': 0.002, 'e': 0.1741218391170474}",20,9,16.498931490648417,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.002, 'e': 0.17377394345044514}",25,14,21.440183446103074,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.002, 'e': 0.17342674287984836}",25,14,19.37099061763832,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.002, 'e': 0.17308023601645434}",20,11,15.320165798016737,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.002, 'e': 0.17273442147423515}",20,9,21.63512519434005,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.002, 'e': 0.17238929786993218}",20,13,2.2328837438164584,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.002, 'e': 0.17204486382305054}",25,16,-7.713813644934567,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
882,False,"{'a': 0.002, 'e': 0.17170111795585358}",25,15,22.493420190496646,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.002, 'e': 0.17135805889335737}",25,13,24.75879888852404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.002, 'e': 0.17101568526332522}",20,6,-59.62429348235196,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
885,False,"{'a': 0.002, 'e': 0.17067399569626215}",20,8,12.581742065738318,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.002, 'e': 0.17033298882540943}",30,20,16.445914671734773,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.002, 'e': 0.16999266328673912}",25,16,16.731583356316253,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.002, 'e': 0.1696530177189486}",35,3,-47.95412359307042,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 2}",1
889,False,"{'a': 0.002, 'e': 0.16931405076345518}",30,12,16.363172020606065,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
890,False,"{'a': 0.002, 'e': 0.16897576106439058}",25,7,34.393470286249915,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.002, 'e': 0.1686381472685955}",20,13,13.631990542396622,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.002, 'e': 0.16830120802561438}",20,2,28.905493173788248,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.002, 'e': 0.16796494198768974}",25,12,15.605919225943062,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.002, 'e': 0.167629347809757}",25,0,23.780281102378108,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
895,False,"{'a': 0.002, 'e': 0.167294424149439}",20,9,10.169321431132966,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
896,False,"{'a': 0.002, 'e': 0.1669601696670407}",25,11,24.94734691293521,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.002, 'e': 0.16662658302554365}",30,12,23.475647231359446,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.002, 'e': 0.16629366289060088}",25,13,22.25780817555982,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.002, 'e': 0.16596140793053138}",30,20,19.258726026441153,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.002, 'e': 0.16562981681631492}",25,0,14.028094081662694,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
901,False,"{'a': 0.002, 'e': 0.16529888822158653}",25,17,13.192495736125897,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.002, 'e': 0.16496862082263145}",30,10,7.121847934415837,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
903,False,"{'a': 0.002, 'e': 0.1646390132983796}",20,10,16.304823734373333,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.002, 'e': 0.16431006433040046}",20,16,8.187533029192423,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.002, 'e': 0.16398177260289773}",20,7,-11.46863624546001,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
906,False,"{'a': 0.002, 'e': 0.16365413680270405}",35,17,30.11081997551753,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.002, 'e': 0.1633271556192758}",25,15,19.637672448380236,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.002, 'e': 0.16300082774468777}",20,9,15.068659557636751,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.002, 'e': 0.16267515187362808}",20,4,19.844667771360854,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.002, 'e': 0.16235012670339277}",20,12,15.632614420212928,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.002, 'e': 0.16202575093388075}",30,19,11.493987506880682,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
912,False,"{'a': 0.002, 'e': 0.1617020232675885}",20,2,17.843991304422673,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.002, 'e': 0.16137894240960493}",30,6,34.80380847576715,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.002, 'e': 0.16105650706760616}",25,3,-12.97028582614851,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
915,False,"{'a': 0.002, 'e': 0.16073471595185038}",20,0,15.596628467400535,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
916,False,"{'a': 0.002, 'e': 0.16041356777517274}",20,14,8.903751556271542,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.002, 'e': 0.1600930612529801}",25,12,27.193309205618817,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.002, 'e': 0.15977319510324592}",30,21,-4.672600132884583,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
919,False,"{'a': 0.002, 'e': 0.15945396804650516}",25,12,-27.269851307715598,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
920,False,"{'a': 0.002, 'e': 0.15913537880584921}",25,11,-17.511444896517453,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
