trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.002, 'e': 0.480946135285778}",20,3,-67.6534069973148,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 0}",1
368,False,"{'a': 0.002, 'e': 0.479985204266536}",25,4,10.38674707051286,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.002, 'e': 0.4790261931887511}",20,0,-4.388981999067948,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
370,False,"{'a': 0.002, 'e': 0.4780690982163776}",20,16,9.249289925750478,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.002, 'e': 0.4771139155210344}",25,7,-72.22257555114685,"{0: 11, 1: 4, 2: 1, 3: 1, 4: 1}",1
372,False,"{'a': 0.002, 'e': 0.4761606412819894}",20,0,-33.685699801759135,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
373,False,"{'a': 0.002, 'e': 0.47520927168614446}",30,10,-33.87307322648649,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
374,False,"{'a': 0.002, 'e': 0.4742598029280199}",20,14,-36.2604107279812,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
375,False,"{'a': 0.002, 'e': 0.4733122312097393}",25,7,-16.192942388081086,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
376,False,"{'a': 0.002, 'e': 0.4723665527410147}",30,0,-49.561717389588054,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
377,False,"{'a': 0.002, 'e': 0.4714227637391309}",20,0,-16.377234588968413,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
378,False,"{'a': 0.002, 'e': 0.47048086042893056}",25,0,-14.329653352081305,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
379,False,"{'a': 0.002, 'e': 0.46954083904279925}",20,0,-13.017864017050844,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
380,False,"{'a': 0.002, 'e': 0.46860269582065023}",20,0,-24.721699734493978,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
381,False,"{'a': 0.002, 'e': 0.46766642700990924}",20,6,2.903754645716813,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
382,False,"{'a': 0.002, 'e': 0.46673202886549986}",25,11,4.093081401569347,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.002, 'e': 0.46579949764982825}",20,9,-2.813490075494979,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
384,False,"{'a': 0.002, 'e': 0.46486882963276827}",20,0,24.254660202562906,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
385,False,"{'a': 0.002, 'e': 0.4639400210916467}",25,1,-56.332568081431795,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 2}",1
386,False,"{'a': 0.002, 'e': 0.46301306831122807}",20,0,-58.84900189538182,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
387,False,"{'a': 0.002, 'e': 0.4620879675837}",25,11,12.945058461299922,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.002, 'e': 0.4611647152086584}",20,0,-120.88613118086448,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
389,False,"{'a': 0.002, 'e': 0.46024330749309256}",25,9,26.385480925979415,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.002, 'e': 0.45932374075137034}",30,0,-48.10608952422817,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
391,False,"{'a': 0.002, 'e': 0.4584060113052235}",20,10,13.910784333543392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.002, 'e': 0.45749011548373314}",25,0,-60.28182317104761,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
393,False,"{'a': 0.002, 'e': 0.4565760496233147}",20,11,-11.046388133767563,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.002, 'e': 0.4556638100677035}",20,0,-85.15856393861675,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
395,False,"{'a': 0.002, 'e': 0.45475339316794017}",20,0,-34.6206637485484,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
396,False,"{'a': 0.002, 'e': 0.45384479528235583}",25,0,-36.55346805931824,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
397,False,"{'a': 0.002, 'e': 0.4529380127765577}",25,4,10.507408305048315,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
398,False,"{'a': 0.002, 'e': 0.45203304202341466}",20,6,-39.87938560214015,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
399,False,"{'a': 0.002, 'e': 0.45112987940304233}",20,0,-26.05560732314089,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
400,False,"{'a': 0.002, 'e': 0.45022852130278923}",20,12,16.408466433721387,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.002, 'e': 0.44932896411722156}",20,2,-8.28652453801403,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
402,False,"{'a': 0.002, 'e': 0.4484312042481095}",25,0,-70.76907675098198,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
403,False,"{'a': 0.002, 'e': 0.44753523810441237}",30,0,-55.50707968870209,"{0: 24, 1: 0, 2: 4, 3: 2, 4: 0}",0
404,False,"{'a': 0.002, 'e': 0.44664106210226434}",20,5,-31.167227985422215,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
405,False,"{'a': 0.002, 'e': 0.4457486726649602}",20,3,11.480590006852216,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.002, 'e': 0.4448580662229411}",20,0,-26.171889115532075,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
407,False,"{'a': 0.002, 'e': 0.44396923921378006}",20,0,11.134961139049722,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
408,False,"{'a': 0.002, 'e': 0.44308218808216776}",30,11,-45.14603966518927,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
409,False,"{'a': 0.002, 'e': 0.44219690927989863}",25,15,-6.182320137639049,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
410,False,"{'a': 0.002, 'e': 0.44131339926585617}",25,6,-23.17148454432673,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
411,False,"{'a': 0.002, 'e': 0.44043165450599925}",25,4,-36.475145206968755,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 0}",1
412,False,"{'a': 0.002, 'e': 0.43955167147334756}",20,0,-19.515889849256624,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
413,False,"{'a': 0.002, 'e': 0.4386734466479678}",20,4,-32.73662219391556,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
414,False,"{'a': 0.002, 'e': 0.4377969765169596}",20,0,-38.00477973495058,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
415,False,"{'a': 0.002, 'e': 0.43692225757444114}",30,12,12.485324759592304,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.002, 'e': 0.43604928632153556}",20,0,-69.3330077393316,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
417,False,"{'a': 0.002, 'e': 0.43517805926635666}",25,1,-3.515196997353409,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
418,False,"{'a': 0.002, 'e': 0.4343085729239951}",30,4,-17.40965377767329,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
419,False,"{'a': 0.002, 'e': 0.4334408238165043}",20,0,-121.26435421513068,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
420,False,"{'a': 0.002, 'e': 0.43257480847288665}",20,0,-41.172068231649966,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
421,False,"{'a': 0.002, 'e': 0.43171052342907973}",20,0,-43.26073416536718,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
422,False,"{'a': 0.002, 'e': 0.43084796522794205}",25,12,18.917007422190537,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.002, 'e': 0.4299871304192398}",20,0,-9.453953756110606,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
424,False,"{'a': 0.002, 'e': 0.42912801555963254}",25,0,1.4132367565152029,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
425,False,"{'a': 0.002, 'e': 0.4282706172126597}",25,11,2.6541474584802947,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
426,False,"{'a': 0.002, 'e': 0.4274149319487267}",20,0,3.7876841679127624,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
427,False,"{'a': 0.002, 'e': 0.4265609563450914}",20,8,-13.28739244530429,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
428,False,"{'a': 0.002, 'e': 0.4257086869858502}",30,7,-70.682234913763,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 1}",1
429,False,"{'a': 0.002, 'e': 0.42485812046192456}",20,3,18.59112125069785,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.002, 'e': 0.4240092533710473}",25,0,-150.4221243191591,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
431,False,"{'a': 0.002, 'e': 0.4231620823177488}",35,0,22.051246148343363,"{0: 32, 1: 2, 2: 1, 3: 0, 4: 0}",0
432,False,"{'a': 0.002, 'e': 0.42231660391334386}",20,0,-62.19631616927225,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
433,False,"{'a': 0.002, 'e': 0.42147281477591764}",20,0,-11.122674379601138,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
434,False,"{'a': 0.002, 'e': 0.42063071153031245}",20,12,13.40754090813966,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.002, 'e': 0.41979029080811425}",30,11,1.680480552209512,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
436,False,"{'a': 0.002, 'e': 0.418951549247639}",20,5,-32.119025486800204,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
437,False,"{'a': 0.002, 'e': 0.41811448349391933}",20,2,-8.476032950696137,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
438,False,"{'a': 0.002, 'e': 0.41727909019869114}",25,13,-33.693994929922766,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
439,False,"{'a': 0.002, 'e': 0.41644536602038007}",20,0,-26.706915206527025,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
440,False,"{'a': 0.002, 'e': 0.4156133076240884}",30,0,-16.62822172733255,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
441,False,"{'a': 0.002, 'e': 0.4147829116815814}",25,0,-11.844749071730748,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
442,False,"{'a': 0.002, 'e': 0.4139541748712741}",20,2,0.04109081307767859,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
443,False,"{'a': 0.002, 'e': 0.4131270938782182}",25,0,-21.26691991044713,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
444,False,"{'a': 0.002, 'e': 0.41230166539408875}",25,6,-72.50633357980823,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 1}",1
445,False,"{'a': 0.002, 'e': 0.41147788611717057}",20,0,-9.37528717126954,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
446,False,"{'a': 0.002, 'e': 0.4106557527523455}",25,0,-19.255188193557597,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
447,False,"{'a': 0.002, 'e': 0.40983526201107895}",25,16,7.663614267696751,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.002, 'e': 0.4090164106114069}",25,14,-10.82235977983711,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
449,False,"{'a': 0.002, 'e': 0.4081991952779227}",20,1,-34.0432309177949,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
450,False,"{'a': 0.002, 'e': 0.4073836127417638}",20,7,-6.5418240779726275,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
451,False,"{'a': 0.002, 'e': 0.4065696597405991}",25,14,-25.91412663930166,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
452,False,"{'a': 0.002, 'e': 0.40575733301861544}",25,0,-36.162247529159515,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
453,False,"{'a': 0.002, 'e': 0.4049466293265049}",25,8,-26.403403846438575,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
454,False,"{'a': 0.002, 'e': 0.4041375454214515}",25,6,12.809860118508407,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.002, 'e': 0.40333007806711874}",30,7,-3.5686001262261255,"{0: 21, 1: 0, 2: 0, 3: 2, 4: 0}",1
456,False,"{'a': 0.002, 'e': 0.40252422403363597}",25,11,-51.995899268846884,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
457,False,"{'a': 0.002, 'e': 0.401719980097586}",20,7,19.9232364730458,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.002, 'e': 0.4009173430419921}",20,7,2.668903139709353,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.002, 'e': 0.40011630965630496}",25,1,-19.776168324174506,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 0}",1
460,False,"{'a': 0.002, 'e': 0.3993168767363899}",25,0,-59.225099687554504,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
461,False,"{'a': 0.002, 'e': 0.39851904108451414}",20,9,-0.248009094089638,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
462,False,"{'a': 0.002, 'e': 0.39772279950933415}",20,8,-35.24105630845416,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
463,False,"{'a': 0.002, 'e': 0.39692814882588245}",20,0,-31.584055404246495,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
464,False,"{'a': 0.002, 'e': 0.39613508585555535}",20,0,-24.077398658750276,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
465,False,"{'a': 0.002, 'e': 0.3953436074260998}",25,11,17.159783471233887,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.002, 'e': 0.3945537103716011}",20,2,-36.77037199081493,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
467,False,"{'a': 0.002, 'e': 0.39376539153247}",25,11,11.058369278001496,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
468,False,"{'a': 0.002, 'e': 0.39297864775542996}",25,10,-49.50473895800665,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
469,False,"{'a': 0.002, 'e': 0.39219347589350495}",30,11,-24.765603588911954,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
470,False,"{'a': 0.002, 'e': 0.3914098728060065}",20,7,-11.08826144097188,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
471,False,"{'a': 0.002, 'e': 0.3906278353585211}",25,7,7.8348644231620925,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
472,False,"{'a': 0.002, 'e': 0.38984736042289797}",20,0,-2.065144545000176,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
473,False,"{'a': 0.002, 'e': 0.3890684448772363}",25,0,8.40943393444125,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
474,False,"{'a': 0.002, 'e': 0.38829108560587294}",30,0,-20.895610123321966,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
475,False,"{'a': 0.002, 'e': 0.3875152794993697}",20,2,19.68447736939335,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.002, 'e': 0.3867410234545012}",20,0,-17.771851997641065,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
477,False,"{'a': 0.002, 'e': 0.3859683143742421}",20,0,16.217668019438353,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
478,False,"{'a': 0.002, 'e': 0.38519714916775516}",25,11,-25.65003479770104,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
479,False,"{'a': 0.002, 'e': 0.3844275247503785}",30,0,-15.765786266844023,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
480,False,"{'a': 0.002, 'e': 0.38365943804361335}",25,8,-15.885412700183279,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
481,False,"{'a': 0.002, 'e': 0.38289288597511206}",20,12,-27.39165940103854,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
482,False,"{'a': 0.002, 'e': 0.38212786547866506}",30,14,-6.348036352865055,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
483,False,"{'a': 0.002, 'e': 0.38136437349418956}",25,11,-10.290576000740392,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
484,False,"{'a': 0.002, 'e': 0.38060240696771647}",20,14,10.105975730125738,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.002, 'e': 0.3798419628513787}",25,6,-7.873903008309905,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
486,False,"{'a': 0.002, 'e': 0.37908303810339883}",20,6,-43.62716907802175,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
487,False,"{'a': 0.002, 'e': 0.3783256296880768}",25,0,-23.842308172221173,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
488,False,"{'a': 0.002, 'e': 0.37756973457577797}",20,0,-6.088267231573489,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
489,False,"{'a': 0.002, 'e': 0.37681534974292086}",30,16,-6.521934542483603,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
490,False,"{'a': 0.002, 'e': 0.37606247217196515}",20,9,22.482891944524916,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.002, 'e': 0.37531109885139957}",25,8,-15.081348130016751,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
492,False,"{'a': 0.002, 'e': 0.3745612267757298}",35,11,-20.85676091620301,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 0}",1
493,False,"{'a': 0.002, 'e': 0.3738128529454665}",25,20,7.908896560654726,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.002, 'e': 0.3730659743671134}",20,12,17.425464847404754,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.002, 'e': 0.3723205880531552}",25,0,-93.66216064774923,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
496,False,"{'a': 0.002, 'e': 0.3715766910220457}",20,6,6.53680613536576,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.002, 'e': 0.37083428029819565}",20,8,-12.801209176273773,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
498,False,"{'a': 0.002, 'e': 0.37009335291196127}",25,0,-22.749107927768726,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
499,False,"{'a': 0.002, 'e': 0.369353905899632}",20,0,-24.657794553855087,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
500,False,"{'a': 0.002, 'e': 0.3686159363034188}",20,0,-28.078150997951845,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
501,False,"{'a': 0.002, 'e': 0.36787944117144233}",35,17,-49.35332668718533,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
502,False,"{'a': 0.002, 'e': 0.36714441755772104}",30,0,-18.12205261780533,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
503,False,"{'a': 0.002, 'e': 0.3664108625221595}",25,0,13.29942769263046,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
504,False,"{'a': 0.002, 'e': 0.36567877313053654}",30,4,-36.23294909478668,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 1}",1
505,False,"{'a': 0.002, 'e': 0.36494814645449375}",20,0,3.0635405376562375,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
506,False,"{'a': 0.002, 'e': 0.3642189795715233}",25,20,9.748844338416367,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.002, 'e': 0.3634912695649568}",25,0,-0.5850285093368393,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
508,False,"{'a': 0.002, 'e': 0.36276501352395324}",30,0,8.506796679016572,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
509,False,"{'a': 0.002, 'e': 0.36204020854348745}",35,24,-22.536187233106524,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
510,False,"{'a': 0.002, 'e': 0.36131685172433853}",20,8,-24.67398167785284,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
511,False,"{'a': 0.002, 'e': 0.3605949401730783}",20,0,-2.181189424340792,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
512,False,"{'a': 0.002, 'e': 0.35987447100205955}",25,0,-3.386676250600735,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
513,False,"{'a': 0.002, 'e': 0.3591554413294046}",20,0,-55.01816960427204,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
514,False,"{'a': 0.002, 'e': 0.3584378482789939}",20,0,1.0437533173287474,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
515,False,"{'a': 0.002, 'e': 0.3577216889804542}",25,14,17.382159417394732,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.002, 'e': 0.3570069605691474}",35,0,-17.042980880148747,"{0: 31, 1: 2, 2: 1, 3: 0, 4: 1}",0
517,False,"{'a': 0.002, 'e': 0.3562936601861588}",20,0,-9.149420854203306,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
518,False,"{'a': 0.002, 'e': 0.35558178497828613}",25,13,14.292430864217726,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.002, 'e': 0.3548713320980274}",20,0,-30.945920818386202,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
520,False,"{'a': 0.002, 'e': 0.35416229870357024}",20,16,9.026590561682985,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.002, 'e': 0.35345468195878016}",35,17,-14.267912493679688,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
522,False,"{'a': 0.002, 'e': 0.3527484790331891}",20,0,-26.980662179170903,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
523,False,"{'a': 0.002, 'e': 0.3520436871019846}",25,0,-52.44451658600964,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
524,False,"{'a': 0.002, 'e': 0.3513403033459978}",25,13,0.26799465536562916,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.002, 'e': 0.35063832495169295}",25,8,-35.55258634621325,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
526,False,"{'a': 0.002, 'e': 0.3499377491111553}",20,10,-35.14206209670696,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
527,False,"{'a': 0.002, 'e': 0.3492385730220808}",25,9,-31.74773735754059,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
528,False,"{'a': 0.002, 'e': 0.348540793887764}",25,9,25.942618401756413,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.002, 'e': 0.3478444089170874}",20,0,-0.6464558761404013,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
530,False,"{'a': 0.002, 'e': 0.3471494153245103}",25,6,9.396782983457928,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
531,False,"{'a': 0.002, 'e': 0.3464558103300574}",25,15,7.886479320030992,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
532,False,"{'a': 0.002, 'e': 0.34576359115930777}",25,0,-81.54274499158129,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
533,False,"{'a': 0.002, 'e': 0.34507275504338375}",20,14,3.917484795175774,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.002, 'e': 0.34438329921894}",25,10,13.62543430110025,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
535,False,"{'a': 0.002, 'e': 0.34369522092815236}",20,11,-50.14222436605295,"{0: 5, 1: 0, 2: 2, 3: 2, 4: 0}",1
536,False,"{'a': 0.002, 'e': 0.34300851741870664}",25,16,14.343374244679573,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.002, 'e': 0.34232318594378797}",20,15,-13.596084403692409,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
538,False,"{'a': 0.002, 'e': 0.34163922376206945}",25,0,11.83190956273441,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
539,False,"{'a': 0.002, 'e': 0.34095662813770156}",20,1,18.24593746499668,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.002, 'e': 0.3402753963403008}",25,3,-28.220173411739335,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
541,False,"{'a': 0.002, 'e': 0.3395955256449391}",20,15,4.458953365034367,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.002, 'e': 0.3389170133321328}",25,18,12.456327834791745,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.002, 'e': 0.3382398566878317}",30,20,-1.9627973289786156,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
544,False,"{'a': 0.002, 'e': 0.33756405300340836}",20,0,-49.33401833217534,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
545,False,"{'a': 0.002, 'e': 0.33688959957564707}",20,5,-1.5163195341263545,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
546,False,"{'a': 0.002, 'e': 0.33621649370673334}",25,20,11.139350905868827,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.002, 'e': 0.3355447327042427}",25,0,-85.16540235761886,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
548,False,"{'a': 0.002, 'e': 0.3348743138811302}",25,5,-1.5514314752605032,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
549,False,"{'a': 0.002, 'e': 0.33420523455571977}",20,13,1.2427842735687284,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
550,False,"{'a': 0.002, 'e': 0.3335374920516932}",20,0,-0.45019486518716256,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
